wage,age,education,marital,industry,health,hours,education_level
125591,54,16,married,management,good,40,bachelors
1.00E+05,43,18,married,management,very_good,45,masters
43437,67,16,single,management,good,40,bachelors
55000,47,12,single,service,very_good,40,HS
57000,42,16,married,management,excellent,40,bachelors
60000,42,18,married,management,good,40,masters
15000,24,12,single,service,good,20,HS
49000,67,12,married,management,excellent,40,HS
0,44,14,married,management,very_good,25,associate
45000,24,16,married,management,excellent,40,bachelors
35000,25,12,married,service,good,40,HS
3000,54,16,married,management,good,10,bachelors
120000,52,18,married,management,very_good,40,masters
37966,56,12,married,service,very_good,40,HS
10000,21,13,single,service,very_good,15,some_college
16000,32,16,single,management,good,45,bachelors
65000,32,14,married,service,excellent,40,associate
40002,50,13,married,transportation,very_good,40,some_college
18000,24,12,single,installation_production,excellent,40,HS
40000,27,12,married,service,good,40,HS
50000,55,16,single,service,excellent,55,bachelors
40000,57,18,married,management,fair,40,masters
30000,48,9,single,service,excellent,40,some_HS
32000,32,12,single,construction,excellent,40,HS
111000,47,18,married,management,excellent,50,masters
25000,53,12,married,service,very_good,40,HS
9000,35,11,single,transportation,good,40,some_HS
0,39,0,single,service,fair,40,less_than_HS
0,40,11,married,construction,good,40,some_HS
130000,45,16,married,service,excellent,50,bachelors
98000,61,18,single,construction,fair,40,masters
35000,24,16,single,management,very_good,40,bachelors
11500,22,12,married,service,good,40,HS
16800,57,16,married,service,good,15,bachelors
88000,35,16,married,management,very_good,50,bachelors
62350,43,14,married,management,very_good,40,associate
30000,61,12,married,service,very_good,40,HS
52000,31,16,married,management,excellent,45,bachelors
25000,40,14,married,service,good,40,associate
67000,29,16,single,management,very_good,45,bachelors
53000,40,18,single,service,excellent,40,masters
72800,41,14,married,construction,good,40,associate
45000,33,12,married,transportation,very_good,40,HS
75000,63,16,married,management,very_good,40,bachelors
79001,68,14,married,service,very_good,40,associate
0,65,10,single,management,good,50,some_HS
50000,44,12,single,service,good,40,HS
50000,49,16,single,service,good,40,bachelors
14500,21,13,single,service,very_good,38,some_college
19037,27,18,single,management,excellent,20,masters
0,43,13,married,construction,excellent,40,some_college
9000,24,12,single,service,excellent,48,HS
20000,22,14,single,management,very_good,36,associate
10638,33,12,married,transportation,good,40,HS
3800,20,13,single,service,very_good,10,some_college
50000,34,20,single,management,good,40,professional_phd
20000,24,16,single,service,good,30,bachelors
7000,24,12,single,service,very_good,16,HS
8600,21,13,single,service,very_good,24,some_college
39000,45,12,married,installation_production,good,40,HS
20000,43,5.5,single,installation_production,very_good,40,less_than_HS
86000,59,16,single,service,very_good,40,bachelors
8900,21,12,single,service,good,29,HS
85000,44,14,married,management,excellent,38,associate
60000,26,12,single,service,good,20,HS
12000,25,12,single,service,very_good,30,HS
0,80,2.5,married,transportation,fair,20,less_than_HS
0,22,12,single,management,excellent,40,HS
50000,46,13,married,service,very_good,37,some_college
440000,52,18,married,management,excellent,40,masters
30000,32,16,married,management,very_good,36,bachelors
20000,31,13,married,service,very_good,15,some_college
60000,23,13,married,management,very_good,48,some_college
45000,34,14,single,service,excellent,25,associate
98000,48,18,married,management,fair,50,masters
40000,49,14,married,service,good,50,associate
0,57,18,married,management,excellent,50,masters
101575,50,20,married,service,good,40,professional_phd
8300,23,13,single,service,excellent,30,some_college
26800,74,16,married,management,very_good,16,bachelors
38000,24,16,single,service,good,35,bachelors
56000,28,13,single,transportation,very_good,40,some_college
120000,32,20,married,management,excellent,60,professional_phd
46000,37,13,married,management,good,50,some_college
115000,37,18,married,management,very_good,40,masters
19000,28,11,single,service,very_good,37,some_HS
17000,61,7.5,single,transportation,very_good,8,less_than_HS
40000,58,12,married,service,very_good,36,HS
50000,65,13,married,installation_production,very_good,44,some_college
90000,40,16,married,management,very_good,25,bachelors
11000,70,12,single,service,very_good,4,HS
22000,25,16,single,service,good,25,bachelors
156000,52,16,married,management,very_good,45,bachelors
13500,53,12,single,service,very_good,40,HS
35000,29,13,married,service,very_good,40,some_college
35000,36,20,married,installation_production,very_good,40,professional_phd
47000,55,13,single,service,very_good,40,some_college
28000,31,16,married,management,excellent,12,bachelors
10000,36,9,married,construction,good,40,some_HS
15000,22,13,single,service,good,40,some_college
8600,18,11,single,service,very_good,16,some_HS
97000,62,11,married,management,good,65,some_HS
60000,32,16,married,service,very_good,50,bachelors
1.00E+05,52,16,single,management,excellent,50,bachelors
20000,30,12,married,service,very_good,40,HS
12000,30,12,married,service,very_good,40,HS
6600,35,13,single,service,excellent,24,some_college
35000,28,12,single,management,very_good,40,HS
22000,28,16,single,service,very_good,40,bachelors
41600,48,13,married,service,very_good,40,some_college
220000,56,20,married,management,very_good,60,professional_phd
10000,53,11,single,service,excellent,40,some_HS
24000,29,12,married,construction,excellent,40,HS
52856,33,12,single,installation_production,very_good,48,HS
2.00E+05,75,16,married,management,very_good,24,bachelors
22000,55,16,married,service,very_good,60,bachelors
48000,41,16,married,management,good,40,bachelors
6400,29,9,single,service,good,35,some_HS
8000,32,16,married,management,excellent,20,bachelors
72000,39,13,married,management,very_good,40,some_college
32000,35,16,married,management,excellent,40,bachelors
17200,46,13,single,service,very_good,28,some_college
70000,48,11,married,transportation,fair,40,some_HS
55000,31,18,married,management,very_good,40,masters
35000,41,12,single,management,very_good,40,HS
75000,56,13,married,management,poor,40,some_college
0,21,12,single,service,very_good,40,HS
205000,32,20,single,management,excellent,70,professional_phd
17000,47,12,married,management,very_good,35,HS
230000,29,13,single,management,very_good,50,some_college
30000,38,13,married,management,good,50,some_college
9000,20,13,single,service,excellent,26,some_college
3500,43,16,married,management,very_good,7,bachelors
47500,31,13,single,service,excellent,40,some_college
32000,25,12,single,service,very_good,40,HS
3.00E+05,39,20,married,management,excellent,52,professional_phd
75000,48,14,married,management,very_good,40,associate
35600,22,13,single,service,excellent,40,some_college
19561,60,12,married,service,good,40,HS
56000,37,12,married,service,very_good,45,HS
27500,24,12,single,transportation,very_good,40,HS
25000,24,13,single,service,excellent,35,some_college
9000,49,12,married,transportation,excellent,20,HS
64500,53,16,married,management,good,50,bachelors
76000,43,16,married,management,good,40,bachelors
0,20,13,single,service,excellent,32,some_college
30160,19,12,single,management,good,40,HS
60000,58,14,married,management,very_good,40,associate
15000,55,16,married,service,excellent,40,bachelors
220000,43,16,married,management,excellent,50,bachelors
12000,56,13,single,service,good,25,some_college
50000,54,12,married,construction,very_good,40,HS
36000,34,12,married,service,very_good,40,HS
20000,61,12,married,service,good,40,HS
27600,27,14,single,management,excellent,40,associate
0,43,7.5,married,service,good,40,less_than_HS
18000,58,13,married,management,excellent,40,some_college
120000,28,20,single,management,excellent,40,professional_phd
38000,25,14,single,management,excellent,36,associate
60000,59,12,married,service,very_good,40,HS
32000,48,10,married,management,good,40,some_HS
1000,18,11,single,service,excellent,1,some_HS
105000,31,18,married,management,excellent,40,masters
720000,62,18,married,management,very_good,60,masters
40000,28,16,married,management,good,24,bachelors
29000,71,16,married,management,good,45,bachelors
21889,56,11,married,transportation,fair,30,some_HS
117500,31,16,married,management,excellent,45,bachelors
25000,30,13,married,management,excellent,40,some_college
90000,43,16,married,management,very_good,40,bachelors
22002,37,13,married,service,very_good,35,some_college
39000,48,12,married,service,very_good,40,HS
45000,37,13,single,service,very_good,40,some_college
24960,38,12,single,transportation,good,40,HS
36000,30,13,married,transportation,fair,84,some_college
60000,50,20,single,management,excellent,40,professional_phd
17208,42,12,single,service,good,35,HS
43000,55,12,single,service,very_good,40,HS
0,59,16,married,management,very_good,15,bachelors
23000,45,13,single,construction,excellent,40,some_college
20978,25,12,married,service,fair,30,HS
0,72,13,married,installation_production,excellent,20,some_college
0,54,13,single,service,very_good,35,some_college
45000,47,18,single,management,good,40,masters
42000,58,16,married,management,very_good,40,bachelors
32000,29,12,single,management,very_good,40,HS
28000,50,13,married,installation_production,excellent,35,some_college
2.00E+05,45,16,married,management,fair,0,bachelors
150000,41,18,married,management,excellent,40,masters
9000,19,13,single,service,good,30,some_college
0,48,13,single,service,good,40,some_college
75000,35,16,married,service,excellent,40,bachelors
22000,47,11,married,transportation,good,40,some_HS
16000,39,12,single,service,good,25,HS
52000,51,16,married,management,poor,40,bachelors
88000,47,16,married,management,good,40,bachelors
71975,35,16,married,management,excellent,45,bachelors
0,46,12,single,transportation,poor,40,HS
40000,71,12,married,service,excellent,40,HS
33000,50,16,married,management,fair,40,bachelors
3000,21,16,single,service,excellent,40,bachelors
11700,30,10,single,service,very_good,15,some_HS
65000,38,12,single,transportation,excellent,40,HS
30002,42,12,married,service,good,40,HS
11000,32,12,married,service,very_good,35,HS
15000,62,12,married,management,very_good,35,HS
50000,23,13,single,service,fair,40,some_college
27000,25,11,married,service,very_good,42,some_HS
2000,41,16,married,management,excellent,40,bachelors
40000,65,13,single,transportation,very_good,40,some_college
44000,45,13,single,management,very_good,40,some_college
14000,26,13,married,service,very_good,24,some_college
19000,35,10,married,service,good,40,some_HS
18000,58,13,single,construction,fair,40,some_college
15000,21,12,single,service,excellent,20,HS
