wage,age,education,marital,industry,health,hours,education_level
15000,31,11,single,installation_production,very_good,40,some_HS
12000,25,14,single,service,very_good,40,associate
8300,53,14,married,management,very_good,24,associate
160000,47,16,married,management,very_good,40,bachelors
2000,25,16,single,management,very_good,16,bachelors
35000,52,12,single,service,very_good,20,HS
8000,22,16,single,management,excellent,40,bachelors
30000,64,12,single,service,very_good,40,HS
1.00E+05,40,12,married,construction,very_good,40,HS
7000,42,12,married,service,good,39,HS
45000,26,16,single,management,very_good,65,bachelors
24000,50,16,single,management,good,24,bachelors
21750,68,16,married,transportation,fair,20,bachelors
88201,36,18,single,management,excellent,40,masters
14000,72,12,married,service,good,24,HS
60000,43,18,married,installation_production,very_good,40,masters
30000,29,18,married,management,very_good,40,masters
7.00E+05,41,18,single,management,good,45,masters
13000,55,16,married,management,very_good,25,bachelors
38000,28,16,married,management,very_good,40,bachelors
30000,50,14,married,service,very_good,38,associate
120000,43,20,married,management,excellent,40,professional_phd
85000,50,16,married,management,very_good,40,bachelors
47000,28,16,single,service,good,40,bachelors
110000,43,16,married,management,excellent,40,bachelors
1099999,37,12,married,management,very_good,45,HS
34000,25,12,married,management,excellent,40,HS
70000,29,7.5,married,transportation,excellent,40,less_than_HS
82800,23,16,single,management,excellent,40,bachelors
44000,62,16,married,management,excellent,40,bachelors
17200,54,16,single,service,excellent,40,bachelors
110000,41,20,married,management,very_good,50,professional_phd
15600,72,12,married,service,good,30,HS
50000,40,16,married,management,excellent,40,bachelors
90000,42,16,married,service,excellent,40,bachelors
103000,32,18,married,service,excellent,43,masters
38000,43,16,single,management,good,40,bachelors
76000,41,18,single,management,good,40,masters
43000,50,12,married,installation_production,very_good,40,HS
1000,30,16,married,service,very_good,3,bachelors
504,47,13,single,service,good,5,some_college
21250,31,14,single,service,excellent,40,associate
60000,56,13,single,service,good,40,some_college
35000,24,16,single,service,excellent,38,bachelors
30000,51,12,married,service,good,40,HS
0,56,18,married,management,very_good,25,masters
130000,53,16,married,management,fair,50,bachelors
40000,60,16,married,management,very_good,40,bachelors
39000,68,13,married,service,good,40,some_college
44594,45,13,married,construction,excellent,40,some_college
1.00E+05,60,13,married,management,good,40,some_college
60000,41,13,married,service,good,55,some_college
26000,55,5.5,married,ag,very_good,40,less_than_HS
38000,49,12,married,service,good,40,HS
9000,18,11,single,service,good,35,some_HS
42000,42,12,married,management,very_good,45,HS
0,47,12,married,installation_production,excellent,55,HS
45000,47,13,single,management,excellent,40,some_college
29750,40,16,single,management,good,40,bachelors
10000,22,13,single,service,very_good,20,some_college
38000,32,14,single,installation_production,excellent,40,associate
12000,80,20,married,installation_production,very_good,40,professional_phd
2000,18,12,single,service,very_good,35,HS
12000,22,12,single,service,good,25,HS
80000,46,14,married,management,excellent,40,associate
90000,32,13,single,management,excellent,40,some_college
31000,28,13,married,service,very_good,40,some_college
37000,31,12,single,installation_production,very_good,40,HS
76000,24,16,single,management,very_good,40,bachelors
27000,25,12,single,service,very_good,40,HS
55000,52,13,single,service,excellent,35,some_college
35002,49,12,married,management,very_good,20,HS
65000,38,16,married,service,excellent,40,bachelors
0,47,5.5,married,installation_production,good,40,less_than_HS
30000,37,13,married,management,very_good,40,some_college
21430,85,12,single,transportation,excellent,40,HS
69600,35,18,married,management,excellent,40,masters
45000,46,12,married,transportation,excellent,40,HS
80000,60,18,married,management,good,40,masters
111000,43,20,married,management,excellent,50,professional_phd
14000,40,18,single,management,very_good,36,masters
24002,52,13,married,management,excellent,40,some_college
150000,53,18,married,management,excellent,40,masters
50000,57,12,married,service,good,40,HS
39000,54,9,married,ag,very_good,40,some_HS
17000,42,14,married,construction,good,40,associate
10000,54,13,married,service,good,30,some_college
13000,57,16,married,management,good,20,bachelors
60000,66,13,married,service,good,65,some_college
50000,76,7.5,married,management,good,45,less_than_HS
45000,44,12,married,service,good,40,HS
46000,44,16,married,service,good,36,bachelors
39000,35,12,married,service,very_good,40,HS
35000,46,16,married,management,very_good,40,bachelors
20000,31,12,single,service,good,20,HS
35000,32,14,married,installation_production,excellent,40,associate
9000,25,13,single,transportation,excellent,40,some_college
29000,26,12,single,management,fair,40,HS
77000,51,16,married,management,good,50,bachelors
52000,25,12,single,service,very_good,40,HS
82000,49,14,married,management,excellent,36,associate
76000,28,16,single,management,excellent,36,bachelors
140000,40,18,married,management,excellent,45,masters
87000,65,13,married,management,excellent,50,some_college
45000,69,16,married,installation_production,excellent,40,bachelors
0,39,16,married,management,very_good,0,bachelors
41080,40,13,single,service,excellent,40,some_college
45000,48,14,married,service,poor,40,associate
410000,43,16,married,management,good,40,bachelors
35000,54,10,married,management,fair,40,some_HS
17500,32,16,single,service,excellent,35,bachelors
50000,50,13,married,installation_production,very_good,84,some_college
1.00E+05,31,16,married,management,very_good,40,bachelors
7200,35,12,married,service,very_good,29,HS
57000,44,20,single,management,excellent,40,professional_phd
60000,43,14,married,management,excellent,45,associate
1.00E+05,39,12,married,management,very_good,40,HS
63000,41,13,single,service,very_good,40,some_college
50000,44,13,married,service,good,40,some_college
145000,49,20,married,management,very_good,40,professional_phd
42000,49,16,married,service,excellent,40,bachelors
60000,50,16,married,service,very_good,50,bachelors
40500,38,13,married,transportation,good,40,some_college
25000,29,14,married,service,excellent,40,associate
54000,54,13,married,service,very_good,40,some_college
270000,39,20,married,management,very_good,60,professional_phd
67000,34,20,married,management,excellent,40,professional_phd
94250,63,16,married,service,very_good,38,bachelors
65000,25,12,single,management,excellent,36,HS
45000,25,18,single,management,very_good,40,masters
80000,43,13,single,service,excellent,40,some_college
60000,35,13,married,service,very_good,40,some_college
45000,42,12,single,service,very_good,48,HS
45760,45,12,married,installation_production,good,40,HS
179000,57,18,married,management,good,40,masters
92000,37,16,married,management,excellent,40,bachelors
96000,41,16,married,management,very_good,40,bachelors
95000,42,20,married,management,very_good,50,professional_phd
65000,35,12,single,management,good,40,HS
1.00E+05,49,16,married,management,good,40,bachelors
90000,50,16,married,management,very_good,40,bachelors
250000,47,20,married,management,excellent,55,professional_phd
92000,56,16,married,management,good,40,bachelors
72000,39,14,married,service,good,60,associate
108000,55,16,single,service,very_good,40,bachelors
0,62,16,married,service,good,30,bachelors
90000,56,13,single,service,good,50,some_college
21000,61,14,single,service,good,40,associate
72000,37,18,married,management,very_good,40,masters
30000,58,13,married,service,very_good,40,some_college
56000,31,16,single,management,good,40,bachelors
3500,41,16,single,management,excellent,60,bachelors
14500,50,16,single,management,excellent,60,bachelors
30000,38,12,single,installation_production,good,40,HS
2500,21,11,single,service,very_good,30,some_HS
54000,65,12,married,construction,good,40,HS
32000,31,13,married,installation_production,very_good,40,some_college
79481,68,16,single,service,good,40,bachelors
30000,33,13,married,service,very_good,40,some_college
5000,19,12,single,construction,very_good,40,HS
92000,52,16,married,management,good,40,bachelors
186000,32,18,married,service,good,50,masters
0,50,12,married,management,excellent,50,HS
18000,41,14,married,service,good,40,associate
38000,28,16,single,management,excellent,40,bachelors
41000,36,12,married,transportation,very_good,60,HS
0,55,18,single,management,excellent,40,masters
1200,36,12,married,service,very_good,40,HS
6240,53,16,married,management,excellent,16,bachelors
24000,42,5.5,married,construction,excellent,40,less_than_HS
25000,30,12,married,installation_production,excellent,40,HS
92800,31,16,single,management,excellent,40,bachelors
31000,36,16,married,management,good,40,bachelors
27000,53,13,single,service,excellent,40,some_college
50000,61,11,single,management,good,40,some_HS
40000,51,16,married,service,excellent,25,bachelors
80000,28,18,single,management,excellent,40,masters
61000,50,12,married,service,very_good,40,HS
25000,44,12,single,management,excellent,40,HS
142000,55,16,married,management,very_good,40,bachelors
50000,27,16,single,management,very_good,40,bachelors
60000,24,16,single,service,very_good,38,bachelors
30000,53,16,married,installation_production,very_good,40,bachelors
27000,24,12,single,management,excellent,40,HS
20800,50,12,single,installation_production,good,40,HS
1.00E+05,46,16,married,management,very_good,45,bachelors
60000,32,16,married,management,good,40,bachelors
65000,27,16,married,service,excellent,44,bachelors
30000,28,13,single,service,very_good,36,some_college
155000,48,16,married,management,good,40,bachelors
77000,55,18,married,management,very_good,40,masters
70000,42,14,married,installation_production,very_good,50,associate
55000,30,13,married,installation_production,very_good,45,some_college
12765,21,13,single,service,excellent,20,some_college
47000,28,16,single,management,very_good,40,bachelors
27000,49,13,married,service,good,32,some_college
0,18,13,single,service,excellent,8,some_college
30000,29,12,single,service,excellent,25,HS
17000,67,5.5,single,service,good,30,less_than_HS
67000,48,18,married,management,very_good,40,masters
13000,18,13,single,service,excellent,37,some_college
45000,44,5.5,married,construction,very_good,40,less_than_HS
2100,29,18,single,service,good,32,masters
2.00E+05,51,18,married,management,excellent,70,masters
45000,42,14,married,management,good,36,associate
1.00E+05,57,13,married,installation_production,good,40,some_college
65000,43,13,married,management,very_good,40,some_college
46000,34,16,married,service,good,40,bachelors
40000,42,16,single,management,very_good,50,bachelors
20000,30,12,single,service,very_good,40,HS
26000,34,9,married,construction,excellent,40,some_HS
110000,47,18,married,management,excellent,40,masters
13500,23,14,single,transportation,very_good,32,associate
280000,50,18,married,management,good,42,masters
25000,21,13,single,transportation,excellent,48,some_college
59000,31,16,single,management,good,40,bachelors
22000,52,16,married,management,very_good,30,bachelors
31226,64,12,single,service,good,30,HS
33000,38,14,married,management,excellent,20,associate
6000,38,12,married,service,good,25,HS
25000,80,12,married,service,excellent,60,HS
30000,19,12,single,installation_production,excellent,40,HS
38000,25,12,single,installation_production,excellent,40,HS
49500,54,16,married,management,good,40,bachelors
25000,24,13,single,service,very_good,40,some_college
50000,55,12,married,transportation,good,60,HS
12800,23,12,single,service,excellent,40,HS
0,61,10,married,service,very_good,40,some_HS
0,45,9,married,construction,good,40,some_HS
1.00E+05,44,12,married,management,excellent,40,HS
130000,56,16,married,management,very_good,50,bachelors
0,79,12,married,service,fair,32,HS
21000,27,12,single,service,excellent,40,HS
12300,31,12,single,service,very_good,40,HS
36000,35,12,married,management,good,50,HS
0,62,16,married,installation_production,very_good,40,bachelors
35000,36,12,single,service,good,40,HS
25000,44,13,single,service,good,36,some_college
28000,26,12,single,service,excellent,32,HS
75000,71,20,married,management,fair,40,professional_phd
45000,31,13,single,transportation,very_good,40,some_college
135000,36,18,single,management,very_good,45,masters
90000,58,12,married,management,excellent,40,HS
0,57,14,married,management,very_good,45,associate
45000,56,18,married,management,very_good,60,masters
30000,55,14,single,service,good,40,associate
26000,55,14,married,management,excellent,32,associate
40000,35,11,single,installation_production,good,40,some_HS
65000,48,13,married,management,very_good,40,some_college
18000,24,13,single,service,very_good,40,some_college
24000,26,13,single,service,excellent,40,some_college
0,44,18,married,management,excellent,40,masters
40000,51,14,single,service,good,30,associate
5000,19,14,single,installation_production,good,21,associate
30000,20,12,single,service,excellent,20,HS
90000,46,16,married,management,excellent,40,bachelors
20146,33,12,married,service,very_good,32,HS
33200,31,12,married,transportation,good,55,HS
61750,58,20,single,management,excellent,40,professional_phd
55000,33,12,married,construction,excellent,40,HS
51000,34,16,married,management,very_good,36,bachelors
90000,40,14,married,service,very_good,40,associate
75000,34,13,married,construction,very_good,50,some_college
81000,51,16,married,management,excellent,40,bachelors
9000,21,12,single,service,excellent,32,HS
28000,24,11,married,management,excellent,40,some_HS
180000,38,18,married,management,excellent,40,masters
30000,37,14,single,management,good,40,associate
50000,41,12,married,service,very_good,40,HS
2.00E+05,48,16,married,management,good,50,bachelors
0,60,16,single,management,fair,40,bachelors
43000,36,12,married,transportation,good,40,HS
1.00E+05,30,16,married,service,very_good,40,bachelors
5400,34,16,single,management,very_good,40,bachelors
35000,47,16,single,service,very_good,40,bachelors
0,50,12,married,service,good,40,HS
37400,31,13,single,management,excellent,40,some_college
47100,32,14,married,service,very_good,40,associate
112000,61,20,married,management,good,30,professional_phd
20000,52,12,married,service,very_good,40,HS
30000,28,12,single,transportation,good,40,HS
30000,47,16,married,service,very_good,40,bachelors
30000,56,13,married,management,good,40,some_college
90000,40,12,married,management,very_good,40,HS
22000,49,13,married,service,very_good,40,some_college
20000,21,13,single,service,good,30,some_college
19000,35,13,single,service,very_good,20,some_college
8220,44,13,married,service,good,20,some_college
30000,31,16,married,service,very_good,40,bachelors
18500,72,16,married,service,very_good,20,bachelors
30000,25,14,single,service,excellent,40,associate
65000,40,16,married,management,very_good,40,bachelors
75000,41,20,married,management,excellent,40,professional_phd
45000,27,13,married,installation_production,very_good,40,some_college
76000,46,12,married,management,poor,40,HS
75000,60,14,married,service,very_good,40,associate
90000,41,16,married,management,excellent,40,bachelors
20300,58,16,single,installation_production,very_good,40,bachelors
46000,34,14,single,management,excellent,40,associate
41000,44,12,single,installation_production,good,40,HS
21000,29,12,single,service,excellent,50,HS
31000,47,16,married,management,excellent,24,bachelors
120000,38,20,married,management,excellent,40,professional_phd
80000,26,16,single,management,very_good,40,bachelors
34000,53,12,single,installation_production,fair,40,HS
42270,32,16,married,management,excellent,45,bachelors
40000,46,16,married,construction,excellent,40,bachelors
32800,62,12,single,transportation,very_good,45,HS
65000,36,16,married,management,excellent,40,bachelors
24002,49,9,married,construction,good,40,some_HS
34000,29,12,single,installation_production,excellent,40,HS
25000,64,11,married,service,fair,82,some_HS
60000,44,20,married,management,good,40,professional_phd
27000,45,13,single,service,good,36,some_college
11000,24,16,married,management,excellent,38,bachelors
65000,57,18,single,management,excellent,60,masters
15000,49,18,married,service,very_good,40,masters
20000,30,13,single,service,good,30,some_college
2000,51,13,married,service,poor,15,some_college
58000,50,14,single,service,very_good,45,associate
38000,28,12,married,transportation,very_good,45,HS
22500,24,13,single,construction,very_good,60,some_college
22000,58,16,married,service,excellent,25,bachelors
23000,22,13,single,service,very_good,40,some_college
60000,35,18,married,management,very_good,40,masters
20000,43,12,married,service,good,40,HS
30000,22,12,single,transportation,excellent,55,HS
15000,25,16,single,management,very_good,20,bachelors
31000,57,11,married,service,good,43,some_HS
90000,44,12,married,management,excellent,65,HS
32000,51,12,single,installation_production,good,50,HS
19200,49,16,married,management,very_good,60,bachelors
35500,30,16,married,service,very_good,40,bachelors
40002,30,14,single,service,excellent,40,associate
5000,58,12,married,management,very_good,20,HS
250000,52,14,married,management,excellent,70,associate
41600,40,16,married,management,excellent,36,bachelors
8002,22,12,single,service,excellent,15,HS
25000,24,12,married,service,good,40,HS
180000,43,16,married,management,excellent,40,bachelors
52000,44,18,married,management,good,40,masters
48000,23,16,single,management,excellent,40,bachelors
25000,23,18,single,management,very_good,40,masters
85000,40,18,married,management,excellent,40,masters
3000,18,11,single,service,fair,8,some_HS
26000,60,12,single,service,good,40,HS
23000,57,5.5,married,installation_production,good,40,less_than_HS
22000,31,14,single,service,poor,40,associate
90000,49,16,married,management,very_good,40,bachelors
19000,47,12,married,service,good,40,HS
25000,29,13,single,transportation,excellent,36,some_college
28000,35,18,married,management,excellent,40,masters
76000,28,14,married,installation_production,good,40,associate
65000,59,11,married,management,very_good,40,some_HS
13200,47,12,single,service,very_good,25,HS
8000,35,16,married,service,very_good,16,bachelors
53000,50,14,married,management,fair,44,associate
87000,53,13,single,construction,very_good,40,some_college
50000,62,16,single,management,good,40,bachelors
57000,37,16,married,service,very_good,30,bachelors
132000,41,14,married,management,excellent,45,associate
18200,21,12,single,service,excellent,25,HS
34000,25,18,single,management,very_good,40,masters
16800,56,12,married,service,very_good,40,HS
83000,51,12,married,installation_production,good,40,HS
80000,55,18,single,management,very_good,40,masters
62000,29,20,married,management,very_good,75,professional_phd
180000,56,16,married,management,good,50,bachelors
150000,51,14,single,management,very_good,50,associate
43000,42,14,married,service,excellent,24,associate
108000,47,12,married,transportation,very_good,50,HS
82000,42,16,married,management,very_good,40,bachelors
0,36,12,married,construction,very_good,40,HS
24000,80,11,married,service,fair,40,some_HS
60000,35,14,married,service,very_good,45,associate
55000,20,13,single,management,very_good,8,some_college
60000,45,14,married,management,very_good,40,associate
48000,50,18,single,management,excellent,40,masters
90000,52,18,married,management,excellent,45,masters
49000,47,16,married,management,very_good,40,bachelors
25000,38,13,married,service,very_good,40,some_college
25000,52,13,single,service,very_good,32,some_college
40100,36,18,married,management,very_good,37,masters
52900,45,14,married,management,very_good,40,associate
23000,30,12,married,transportation,excellent,40,HS
42000,53,12,single,installation_production,good,40,HS
75000,46,16,married,management,excellent,40,bachelors
40000,49,12,married,service,very_good,16,HS
80000,32,16,single,management,excellent,40,bachelors
80,44,16,single,management,good,50,bachelors
158000,46,16,married,installation_production,very_good,40,bachelors
27040,26,14,married,service,good,40,associate
50000,25,12,married,service,good,40,HS
49500,36,16,single,management,very_good,40,bachelors
31000,28,12,single,service,very_good,40,HS
85000,70,20,married,management,very_good,30,professional_phd
39200,55,13,married,service,very_good,45,some_college
3.00E+05,63,12,married,management,good,40,HS
79000,61,13,single,management,very_good,50,some_college
16000,22,13,single,service,excellent,40,some_college
29272,26,12,single,service,excellent,45,HS
120000,51,18,married,management,good,40,masters
47000,33,12,married,installation_production,excellent,45,HS
30000,46,12,single,service,very_good,40,HS
54000,42,16,married,management,very_good,35,bachelors
13000,25,12,single,service,very_good,25,HS
41000,52,13,single,installation_production,fair,45,some_college
0,45,12,married,management,excellent,50,HS
76181,31,16,single,management,excellent,20,bachelors
7000,53,12,single,installation_production,very_good,50,HS
80000,38,16,married,management,very_good,40,bachelors
6486,31,12,single,service,good,25,HS
75000,39,16,married,management,excellent,24,bachelors
8000,67,12,single,management,very_good,8,HS
90000,42,16,married,management,very_good,50,bachelors
48000,36,16,married,management,very_good,50,bachelors
90000,44,18,married,management,excellent,53,masters
150000,62,16,married,management,fair,60,bachelors
60000,80,13,married,transportation,fair,40,some_college
40000,30,12,married,transportation,fair,32,HS
49900,59,14,married,management,fair,40,associate
27000,19,13,single,service,good,40,some_college
0,45,12,married,service,poor,40,HS
26800,29,12,single,installation_production,excellent,40,HS
12000,37,12,single,service,excellent,60,HS
46002,31,20,married,management,excellent,40,professional_phd
50000,56,12,married,transportation,very_good,50,HS
60000,26,11,single,installation_production,very_good,40,some_HS
140000,45,13,married,installation_production,very_good,50,some_college
28000,46,13,married,management,excellent,37,some_college
6000,48,12,married,service,good,20,HS
45000,56,12,married,construction,very_good,40,HS
40000,33,11,married,construction,very_good,40,some_HS
50000,32,5.5,married,installation_production,very_good,40,less_than_HS
65000,61,16,married,management,very_good,35,bachelors
65000,21,12,single,service,good,40,HS
50000,38,18,married,management,excellent,40,masters
40000,53,12,married,transportation,very_good,40,HS
45000,23,12,single,construction,very_good,40,HS
35000,64,7.5,married,service,excellent,50,less_than_HS
70000,46,12,married,construction,very_good,40,HS
6000,29,16,married,management,excellent,24,bachelors
52000,54,14,married,management,very_good,32,associate
19000,29,16,single,management,very_good,40,bachelors
5000,71,12,married,service,very_good,12,HS
11500,70,16,married,management,good,20,bachelors
17500,40,11,married,service,very_good,40,some_HS
30000,63,20,married,management,fair,15,professional_phd
45000,27,12,single,construction,excellent,40,HS
4.00E+05,44,20,married,management,excellent,45,professional_phd
25600,34,12,single,service,very_good,40,HS
40800,23,2.5,single,construction,very_good,42,less_than_HS
58000,38,13,single,service,excellent,40,some_college
9360,33,14,single,service,good,50,associate
1500,19,10,single,service,good,20,some_HS
1.00E+05,47,18,married,management,good,40,masters
70000,44,20,married,management,very_good,70,professional_phd
108000,55,13,married,construction,good,40,some_college
0,50,14,married,management,excellent,40,associate
0,54,12,single,service,good,40,HS
42000,46,7.5,married,service,very_good,40,less_than_HS
45000,65,12,married,service,excellent,40,HS
12000,23,12,single,management,good,48,HS
24000,46,11,married,installation_production,good,40,some_HS
50000,59,16,single,service,excellent,54,bachelors
185000,60,12,married,construction,good,65,HS
55200,55,14,single,service,very_good,40,associate
36000,42,16,married,service,excellent,40,bachelors
30000,51,16,married,service,very_good,40,bachelors
0,28,16,married,service,excellent,1,bachelors
4000,37,16,married,management,very_good,20,bachelors
12000,37,16,single,construction,very_good,40,bachelors
150000,85,20,married,management,fair,40,professional_phd
32000,45,14,married,installation_production,good,60,associate
27000,44,12,single,management,very_good,40,HS
60000,48,20,married,management,fair,40,professional_phd
80000,52,18,married,management,very_good,40,masters
32000,48,12,single,installation_production,excellent,40,HS
62000,56,14,single,transportation,good,50,associate
85000,57,16,married,management,very_good,40,bachelors
0,43,12,married,management,fair,25,HS
60000,37,18,married,management,very_good,40,masters
0,50,16,single,management,good,37,bachelors
42000,57,12,single,service,very_good,40,HS
78500,56,13,single,management,very_good,40,some_college
150000,49,16,married,management,very_good,40,bachelors
32000,36,14,single,management,very_good,40,associate
22000,70,16,married,transportation,good,40,bachelors
36000,30,13,married,service,excellent,40,some_college
6600,46,12,single,service,fair,38,HS
26000,35,12,single,management,very_good,40,HS
42001,34,5.5,married,ag,very_good,35,less_than_HS
29000,24,13,single,service,fair,40,some_college
0,33,14,single,service,excellent,50,associate
95000,55,12,married,construction,excellent,40,HS
27000,51,12,single,transportation,excellent,40,HS
40000,50,12,married,transportation,very_good,40,HS
0,41,16,married,service,good,30,bachelors
79000,56,18,married,management,very_good,38,masters
40000,53,13,married,service,good,50,some_college
21340,31,12,single,service,good,40,HS
57000,22,16,single,service,very_good,24,bachelors
40000,42,16,single,management,good,40,bachelors
31000,66,12,married,service,good,40,HS
280,68,12,married,construction,very_good,25,HS
50000,41,13,married,service,very_good,46,some_college
20160,33,12,single,management,very_good,39,HS
0,30,14,single,transportation,very_good,40,associate
34218,53,14,married,management,very_good,40,associate
60000,34,12,married,installation_production,excellent,50,HS
80000,76,20,married,management,good,50,professional_phd
40000,52,16,married,service,excellent,40,bachelors
1250,27,13,single,transportation,very_good,40,some_college
60000,33,18,single,management,very_good,40,masters
45000,41,14,single,installation_production,very_good,40,associate
10000,21,12,single,service,very_good,40,HS
78000,54,12,married,management,good,40,HS
45000,50,16,married,management,good,40,bachelors
600,34,14,single,service,excellent,40,associate
90001,37,16,single,management,excellent,43,bachelors
3500,34,14,single,management,excellent,5,associate
75000,31,16,married,management,very_good,40,bachelors
40002,33,16,single,service,very_good,45,bachelors
60002,57,12,married,management,good,40,HS
14000,24,12,single,management,excellent,40,HS
0,51,18,married,management,good,20,masters
40000,28,13,single,service,good,40,some_college
56000,31,16,married,service,very_good,40,bachelors
80000,67,12,single,management,good,12,HS
90000,41,14,married,service,very_good,56,associate
40000,32,16,single,management,very_good,20,bachelors
65000,41,14,single,management,excellent,48,associate
25000,25,16,single,management,very_good,10,bachelors
60000,36,13,single,service,very_good,40,some_college
40000,56,12,married,service,good,40,HS
18000,21,12,single,service,very_good,20,HS
98000,47,10,married,transportation,good,70,some_HS
10850,21,13,single,management,excellent,20,some_college
24000,38,12,single,service,very_good,38,HS
5300,22,16,single,management,very_good,40,bachelors
12000,48,13,single,management,fair,40,some_college
60000,56,14,single,service,very_good,40,associate
24000,27,16,married,service,excellent,45,bachelors
20000,27,14,single,management,very_good,40,associate
72000,47,16,married,management,excellent,40,bachelors
90000,28,16,married,management,excellent,20,bachelors
3200,18,12,single,transportation,very_good,40,HS
4000,18,11,single,service,very_good,12,some_HS
82000,34,18,married,management,very_good,50,masters
140000,66,16,married,management,excellent,40,bachelors
25000,56,9,married,service,good,40,some_HS
65000,35,14,married,construction,good,40,associate
55000,51,18,married,management,good,40,masters
25000,39,12,single,service,excellent,40,HS
80000,42,18,single,management,excellent,40,masters
97000,36,16,married,management,very_good,40,bachelors
48000,41,13,married,management,excellent,50,some_college
55000,48,18,married,management,very_good,50,masters
89000,37,16,married,installation_production,excellent,40,bachelors
22000,63,16,married,service,good,32,bachelors
250000,35,20,married,management,excellent,55,professional_phd
52000,52,14,married,management,very_good,40,associate
40000,29,20,single,management,excellent,40,professional_phd
50000,34,16,single,management,very_good,40,bachelors
25000,52,12,single,transportation,very_good,40,HS
30000,29,16,single,management,very_good,40,bachelors
25000,33,12,single,service,very_good,40,HS
55000,38,14,married,transportation,excellent,40,associate
85000,35,18,single,management,excellent,40,masters
50000,67,13,single,service,excellent,45,some_college
90000,60,10,married,installation_production,fair,60,some_HS
45000,35,16,married,management,excellent,40,bachelors
2.00E+05,55,16,married,service,very_good,40,bachelors
87000,45,16,single,service,good,40,bachelors
88000,54,16,married,management,excellent,40,bachelors
38000,26,16,married,management,very_good,16,bachelors
40000,47,12,married,management,excellent,40,HS
10000,27,13,single,service,very_good,15,some_college
80000,31,16,single,management,fair,40,bachelors
20000,31,12,married,service,good,40,HS
135000,55,13,married,service,good,55,some_college
47000,28,12,single,service,good,40,HS
106000,45,16,married,management,poor,40,bachelors
0,50,11,married,construction,very_good,40,some_HS
65000,66,18,married,management,good,40,masters
42000,28,18,single,management,excellent,40,masters
41000,40,12,married,service,very_good,45,HS
45000,49,12,married,installation_production,good,40,HS
70000,55,18,married,management,excellent,50,masters
0,40,12,married,management,very_good,70,HS
10000,18,11,single,service,good,8,some_HS
138945,55,18,single,management,very_good,40,masters
24843,33,12,single,installation_production,very_good,40,HS
225000,63,18,married,management,very_good,50,masters
18000,32,12,single,transportation,good,20,HS
15000,62,13,married,management,good,27,some_college
48000,66,13,married,service,very_good,40,some_college
80000,25,16,single,service,excellent,40,bachelors
35000,26,12,single,installation_production,excellent,40,HS
140000,34,16,married,management,excellent,50,bachelors
49000,46,13,single,installation_production,very_good,40,some_college
110000,32,18,married,management,excellent,43,masters
80000,34,20,married,service,excellent,40,professional_phd
110000,51,16,married,service,excellent,40,bachelors
1.00E+05,57,13,single,service,excellent,50,some_college
20000,41,12,married,service,very_good,40,HS
61000,46,16,single,management,excellent,40,bachelors
0,50,12,married,installation_production,very_good,40,HS
1024,28,13,married,service,very_good,16,some_college
51000,80,16,single,service,very_good,40,bachelors
40000,29,16,single,management,excellent,40,bachelors
20000,26,12,single,transportation,good,30,HS
18000,57,12,married,service,good,16,HS
18000,19,20,single,management,good,20,professional_phd
27000,51,18,single,management,good,40,masters
40000,39,12,married,management,excellent,40,HS
45000,35,13,married,service,excellent,40,some_college
18000,49,12,single,service,very_good,35,HS
137000,32,16,married,management,very_good,75,bachelors
33000,58,9,married,service,good,35,some_HS
50000,38,16,married,management,very_good,45,bachelors
3000,30,12,single,service,good,6,HS
1.00E+05,52,16,married,management,excellent,40,bachelors
70000,54,12,married,construction,very_good,40,HS
12000,63,12,married,service,fair,28,HS
0,30,7.5,single,construction,excellent,40,less_than_HS
60000,65,14,single,management,very_good,48,associate
105000,51,16,married,management,excellent,40,bachelors
25000,30,11,single,ag,fair,8,some_HS
28000,25,13,married,management,very_good,40,some_college
30000,72,12,married,service,good,40,HS
75000,52,16,married,management,excellent,40,bachelors
15000,37,13,married,management,very_good,50,some_college
1200,58,12,married,transportation,very_good,40,HS
30000,29,16,married,management,very_good,55,bachelors
38000,40,20,single,management,excellent,30,professional_phd
1.00E+05,72,16,married,management,very_good,80,bachelors
13000,43,12,single,service,excellent,40,HS
56000,44,13,married,management,good,48,some_college
23000,40,5.5,married,installation_production,good,40,less_than_HS
18000,55,14,married,service,fair,40,associate
72000,30,12,married,construction,good,40,HS
63000,43,16,married,management,excellent,40,bachelors
40300,57,18,single,installation_production,excellent,40,masters
10000,23,16,single,service,very_good,40,bachelors
22600,28,13,single,service,excellent,35,some_college
25000,25,12,single,service,good,40,HS
36000,42,12,married,service,excellent,40,HS
10,34,16,married,management,excellent,15,bachelors
43000,52,12,single,service,fair,40,HS
36000,29,13,single,installation_production,very_good,40,some_college
42000,25,13,married,management,excellent,50,some_college
150000,63,16,married,management,very_good,40,bachelors
91000,47,16,married,installation_production,very_good,50,bachelors
25000,71,11,married,service,good,40,some_HS
0,60,14,married,installation_production,very_good,50,associate
108000,49,14,married,construction,excellent,40,associate
20800,50,12,married,service,excellent,40,HS
8000,19,13,single,service,excellent,15,some_college
38000,44,12,married,construction,very_good,40,HS
50000,43,13,married,installation_production,fair,48,some_college
90000,52,16,single,management,excellent,40,bachelors
30000,54,20,married,management,good,60,professional_phd
65000,43,13,married,installation_production,very_good,40,some_college
42000,64,14,married,service,good,40,associate
