"Route","Latitude","Longitude","Total"
540,44.868641,-93.363341,NA
540,44.869126,-93.359968,NA
540,44.869225,-93.359995,NA
542,44.851433,-93.323517,1
542,44.851535,-93.323595,0
542,44.851587,-93.310608,0
542,44.851609,-93.315553,0
542,44.851619,-93.321717,0
542,44.851621,-93.319071,0
542,44.851629,-93.326091,0
542,44.851632,-93.343831,0
542,44.851634,-93.345008,0
542,44.851647,-93.342281,0
542,44.851647,-93.340499,NA
542,44.851649,-93.33349,0
542,44.85165,-93.338636,1
542,44.851654,-93.337413,NA
542,44.851656,-93.335561,0
542,44.85166,-93.328645,1
542,44.851665,-93.331716,0
542,44.851667,-93.322292,0
542,44.851678,-93.310377,0
542,44.851709,-93.325857,0
542,44.851709,-93.315314,0
542,44.851718,-93.30888,0
542,44.851735,-93.34598,0
542,44.851735,-93.318794,0
542,44.851737,-93.343577,0
542,44.851752,-93.340245,0
542,44.851752,-93.334003,0
542,44.851753,-93.342027,0
542,44.851755,-93.338382,0
542,44.851759,-93.337143,0
542,44.851761,-93.335307,0
542,44.851766,-93.328904,0
542,44.85177,-93.331462,0
542,44.852449,-93.352149,5
542,44.85278,-93.346172,1
542,44.85278,-93.346025,0
542,44.852912,-93.308717,0
542,44.853093,-93.308865,NA
542,44.85333,-93.356301,9
542,44.853787,-93.308714,0
542,44.853885,-93.239272,58
542,44.854156,-93.352121,2
542,44.854382,-93.347219,4
542,44.854487,-93.238696,1
542,44.8545,-93.347212,0
542,44.854632,-93.345122,0
542,44.854685,-93.308711,1
542,44.854686,-93.345412,0
542,44.855278,-93.347707,6
542,44.855307,-93.308853,0
542,44.855337,-93.347962,0
542,44.855572,-93.326916,1
542,44.855662,-93.329293,1
542,44.855793,-93.308663,0
542,44.855817,-93.326651,0
542,44.855902,-93.328808,0
542,44.855995,-93.352583,0
542,44.856005,-93.355693,0
542,44.856713,-93.23739,0
542,44.856771,-93.353903,8
542,44.857026,-93.325088,0
542,44.857121,-93.308921,0
542,44.857162,-93.356807,NA
542,44.857613,-93.337671,NA
542,44.857616,-93.33271,1
542,44.857659,-93.323664,10
542,44.857709,-93.352258,2
542,44.857719,-93.337726,0
542,44.857804,-93.332364,0
542,44.857845,-93.348096,0
542,44.857866,-93.340971,1
542,44.85793,-93.347993,0
542,44.857957,-93.340767,0
542,44.858176,-93.344873,1
542,44.858244,-93.308549,1
542,44.858291,-93.344824,0
542,44.85838,-93.321782,0
542,44.858618,-93.358158,0
542,44.858821,-93.319018,0
542,44.858907,-93.238926,0
542,44.859008,-93.309984,1
542,44.859072,-93.318684,0
542,44.859094,-93.313873,0
542,44.859178,-93.284863,8
542,44.859256,-93.23904,0
542,44.859444,-93.27809,17
542,44.859455,-93.288221,3
542,44.859572,-93.272801,1
542,44.859615,-93.267582,9
542,44.859661,-93.258122,6
542,44.859661,-93.256946,5
542,44.859688,-93.263227,8
542,44.859722,-93.277952,4
542,44.859791,-93.253081,10
542,44.859798,-93.248648,3
542,44.859835,-93.242692,1
542,44.859864,-93.267969,9
542,44.859866,-93.27256,1
542,44.859881,-93.256692,3
542,44.859883,-93.258575,5
542,44.859902,-93.311212,6
542,44.859915,-93.31267,3
542,44.859955,-93.262977,0
542,44.859962,-93.264555,8
542,44.860011,-93.252827,7
542,44.860033,-93.308547,0
542,44.860044,-93.248753,1
542,44.860123,-93.242843,4
542,44.860734,-93.308971,2
542,44.862544,-93.302314,7
542,44.863671,-93.288546,2
542,44.863688,-93.302243,2
542,44.863703,-93.292308,1
542,44.863775,-93.288585,5
542,44.863808,-93.292054,0
542,44.864306,-93.294804,1
542,44.864585,-93.308405,8
542,44.86487,-93.308816,2
542,44.865122,-93.295475,0
542,44.865241,-93.302367,1
542,44.865423,-93.305906,9
542,44.865467,-93.301708,4
542,44.865495,-93.297414,0
542,44.865527,-93.305972,8
542,44.865568,-93.30216,0
542,44.865596,-93.297673,0
552,44.828446,-93.25961,1
552,44.829894,-93.257747,0
552,44.830097,-93.257663,NA
552,44.830672,-93.256913,0
552,44.830796,-93.256879,NA
552,44.831869,-93.257987,NA
552,44.832061,-93.258134,NA
552,44.833417,-93.257974,NA
552,44.833597,-93.258122,NA
552,44.834328,-93.257967,NA
552,44.834508,-93.258114,0
552,44.83703,-93.257979,1
552,44.837211,-93.258126,0
552,44.840658,-93.257964,1
552,44.840838,-93.258112,0
552,44.841566,-93.257957,0
552,44.841747,-93.258104,0
552,44.84426,-93.257965,0
552,44.844441,-93.258112,0
552,44.845166,-93.257984,0
552,44.845347,-93.258132,0
552,44.847863,-93.257969,1
552,44.848044,-93.258117,0
552,44.851482,-93.257951,3
552,44.851663,-93.258098,0
552,44.855093,-93.257936,1
552,44.855274,-93.258084,0
552,44.857557,-93.257936,4
552,44.857738,-93.258083,0
552,44.859439,-93.258071,0
552,44.859623,-93.257922,1
552,44.860847,-93.257919,0
552,44.861664,-93.258062,0
552,44.863542,-93.257912,3
552,44.863838,-93.258072,0
552,44.865435,-93.258044,0
552,44.865435,-93.257894,1
552,44.865467,-93.256898,1
552,44.865473,-93.255583,NA
552,44.865481,-93.254329,0
552,44.865572,-93.256606,0
552,44.865578,-93.255328,NA
552,44.865586,-93.254075,0
552,44.865627,-93.252998,0
552,44.865627,-93.252856,1
552,44.867232,-93.252851,0
552,44.867413,-93.252998,0
552,44.869005,-93.252847,1
552,44.869213,-93.252995,0
552,44.870788,-93.25284,2
552,44.870997,-93.252987,0
552,44.873255,-93.253001,0
552,44.873351,-93.252859,2
552,44.874594,-93.25298,0
552,44.874926,-93.252835,NA
552,44.876199,-93.252836,2
552,44.876386,-93.25298,0
552,44.877961,-93.252948,0
552,44.878008,-93.252802,1
552,44.879805,-93.252802,2
552,44.879986,-93.252953,0
552,44.881591,-93.25286,4
552,44.881772,-93.253011,0
552,44.883402,-93.252868,3
552,44.883583,-93.253015,0
552,44.885218,-93.252845,2
552,44.885399,-93.252992,0
552,44.887016,-93.252849,6
552,44.88721,-93.252981,0
552,44.888851,-93.252834,1
552,44.889032,-93.252981,0
552,44.890629,-93.252807,3
552,44.890813,-93.25295,0
552,44.8928,-93.252484,0
552,44.894264,-93.256756,0
552,44.894366,-93.257753,4
552,44.894374,-93.255475,6
552,44.894402,-93.254267,0
552,44.894443,-93.257973,0
552,44.896024,-93.257791,2
552,44.896215,-93.257931,0
552,44.897815,-93.257749,5
552,44.898059,-93.257889,0
552,44.899659,-93.257688,10
552,44.8997,-93.261664,0
552,44.899714,-93.262614,0
552,44.899719,-93.259159,0
552,44.899722,-93.257885,0
552,44.899805,-93.261325,3
552,44.89981,-93.262614,1
552,44.899824,-93.258846,0
552,44.901393,-93.262784,0
552,44.901496,-93.265421,0
552,44.901591,-93.266232,2
552,44.901613,-93.263889,4
552,44.903103,-93.271764,0
552,44.903339,-93.267012,2
552,44.903342,-93.272742,0
552,44.903402,-93.274051,0
552,44.903448,-93.270036,0
552,44.903449,-93.26726,0
552,44.903599,-93.274237,2
552,44.903629,-93.26989,3
552,44.948366,-93.275076,1
552,44.970443,-93.272661,3
552,44.972235,-93.272303,0
552,44.973523,-93.273283,17
552,44.974198,-93.270731,0
552,44.975419,-93.271723,30
552,44.976112,-93.269109,0
552,44.977366,-93.270058,21
552,44.978033,-93.267475,0
552,44.979315,-93.268447,10
552,44.980285,-93.265602,0
552,44.981146,-93.266956,1
552,44.981722,-93.26835,1
552,44.983921,-93.26664,0
552,44.986294,-93.262007,0
552,44.987062,-93.260986,1
553,44.826213,-93.266857,0
553,44.82622,-93.264686,0
553,44.826325,-93.264401,0
553,44.826371,-93.268191,1
553,44.826444,-93.263141,0
553,44.826455,-93.262775,0
553,44.826459,-93.268246,2
553,44.827476,-93.261449,0
553,44.828122,-93.2684,0
553,44.828446,-93.25961,1
553,44.828677,-93.259503,0
553,44.829024,-93.259212,NA
553,44.82979,-93.268238,4
553,44.829894,-93.257747,NA
553,44.830023,-93.268386,0
553,44.830097,-93.257663,NA
553,44.830672,-93.256913,NA
553,44.830796,-93.256879,NA
553,44.831604,-93.268223,1
553,44.831785,-93.268371,NA
553,44.831869,-93.257987,NA
553,44.832061,-93.258134,NA
553,44.833404,-93.26822,0
553,44.833417,-93.257974,0
553,44.833597,-93.258122,NA
553,44.833631,-93.268368,0
553,44.834328,-93.257967,0
553,44.834508,-93.258114,NA
553,44.835215,-93.268201,0
553,44.835396,-93.268349,0
553,44.836957,-93.268194,1
553,44.83703,-93.257979,0
553,44.837187,-93.268342,0
553,44.837211,-93.258126,0
553,44.838834,-93.268195,1
553,44.83902,-93.268354,0
553,44.840631,-93.268184,2
553,44.840658,-93.257964,NA
553,44.840812,-93.268332,0
553,44.840838,-93.258112,NA
553,44.841566,-93.257957,NA
553,44.841747,-93.258104,NA
553,44.843466,-93.268178,0
553,44.843647,-93.268325,NA
553,44.844207,-93.268197,2
553,44.84426,-93.257965,NA
553,44.844441,-93.258112,NA
553,44.844467,-93.268345,0
553,44.845166,-93.257984,NA
553,44.845347,-93.258132,0
553,44.846495,-93.2682,NA
553,44.846613,-93.268343,0
553,44.847848,-93.268198,5
553,44.847863,-93.257969,0
553,44.848028,-93.268346,0
553,44.848044,-93.258117,NA
553,44.849625,-93.26833,0
553,44.84996,-93.268181,1
553,44.851464,-93.26815,1
553,44.851482,-93.257951,0
553,44.851663,-93.258098,NA
553,44.851681,-93.268313,0
553,44.853267,-93.268146,4
553,44.853459,-93.268294,0
553,44.855093,-93.257936,1
553,44.855242,-93.268271,0
553,44.855274,-93.258084,1
553,44.855424,-93.268122,2
553,44.857045,-93.268253,0
553,44.857449,-93.268096,0
553,44.859556,-93.268075,0
553,44.859896,-93.268231,0
553,44.860629,-93.268065,0
553,44.860752,-93.268212,1
553,44.861798,-93.268063,0
553,44.862955,-93.268184,0
553,44.86382,-93.268172,0
553,44.863922,-93.268026,2
553,44.865431,-93.267983,3
553,44.865612,-93.268127,0
553,44.867217,-93.26798,2
553,44.867398,-93.268127,0
553,44.868951,-93.267995,3
553,44.869179,-93.268139,0
553,44.870768,-93.26795,4
553,44.870948,-93.268093,0
553,44.872614,-93.267931,5
553,44.872795,-93.268079,0
553,44.874392,-93.267913,5
553,44.874573,-93.268056,0
553,44.876206,-93.267894,3
553,44.876387,-93.268041,0
553,44.877998,-93.267879,4
553,44.878179,-93.268027,0
553,44.87982,-93.267861,3
553,44.880003,-93.268004,0
553,44.881584,-93.267819,7
553,44.881765,-93.267962,0
553,44.883228,-93.267734,3
553,44.88379,-93.267987,1
553,44.887003,-93.26779,1
553,44.887184,-93.267937,0
553,44.888949,-93.267918,0
553,44.890181,-93.26775,0
553,44.891204,-93.26789,0
553,44.891635,-93.267746,0
553,44.892423,-93.267738,9
553,44.892603,-93.267885,0
553,44.894211,-93.267873,1
553,44.894214,-93.267715,9
553,44.896143,-93.26784,0
553,44.89619,-93.26769,7
553,44.899271,-93.266843,2
553,44.899479,-93.266863,0
553,44.90043,-93.266281,2
553,44.900608,-93.266394,0
553,44.901453,-93.266274,5
553,44.90162,-93.266448,0
553,44.903103,-93.271764,0
553,44.903339,-93.267012,5
553,44.903342,-93.272742,2
553,44.903402,-93.274051,0
553,44.903448,-93.270036,0
553,44.903449,-93.26726,0
553,44.903599,-93.274237,4
553,44.903629,-93.26989,4
553,44.948348,-93.274377,0
553,44.948366,-93.275076,1
553,44.970443,-93.272661,4
553,44.972235,-93.272303,0
553,44.973523,-93.273283,18
553,44.974198,-93.270731,0
553,44.975419,-93.271723,30
553,44.976112,-93.269109,0
553,44.977366,-93.270058,36
553,44.978033,-93.267475,0
553,44.979315,-93.268447,19
553,44.980285,-93.265602,0
553,44.981146,-93.266956,3
553,44.981722,-93.26835,1
553,44.983921,-93.26664,2
553,44.986294,-93.262007,1
553,44.987062,-93.260986,3
554,44.81182,-93.288743,1
554,44.811841,-93.292466,1
554,44.811852,-93.294567,0
554,44.811922,-93.289711,0
554,44.812222,-93.298921,0
554,44.81331,-93.291942,0
554,44.813722,-93.288544,2
554,44.813903,-93.288691,0
554,44.814279,-93.291796,0
554,44.815012,-93.28855,0
554,44.815173,-93.288698,NA
554,44.815326,-93.298632,0
554,44.815436,-93.292269,13
554,44.815439,-93.294231,0
554,44.815975,-93.288547,1
554,44.816518,-93.288697,0
554,44.817212,-93.288542,NA
554,44.818916,-93.288682,0
554,44.818968,-93.288547,2
554,44.82113,-93.288523,2
554,44.821199,-93.28867,0
554,44.82454,-93.289049,0
554,44.824579,-93.288737,1
554,44.824687,-93.29063,6
554,44.825038,-93.288431,0
554,44.826161,-93.286053,2
554,44.82617,-93.282391,1
554,44.826395,-93.28213,0
554,44.826495,-93.278313,4
554,44.826497,-93.278645,1
554,44.829727,-93.278386,9
554,44.829897,-93.278538,0
554,44.831157,-93.278536,0
554,44.831157,-93.278386,0
554,44.83341,-93.278377,0
554,44.833591,-93.278517,0
554,44.835155,-93.278374,4
554,44.835185,-93.278521,0
554,44.837021,-93.278364,4
554,44.837201,-93.278511,0
554,44.838853,-93.278507,0
554,44.839024,-93.278358,0
554,44.840552,-93.278492,1
554,44.840626,-93.278358,6
554,44.842432,-93.278355,8
554,44.842612,-93.278502,0
554,44.84424,-93.278333,2
554,44.844572,-93.278481,0
554,44.846139,-93.27833,0
554,44.846303,-93.278493,0
554,44.847851,-93.278339,3
554,44.848043,-93.278486,1
554,44.849662,-93.278309,2
554,44.84984,-93.278468,0
554,44.851462,-93.278306,3
554,44.851643,-93.278453,0
554,44.853254,-93.27828,2
554,44.853646,-93.278432,0
554,44.855073,-93.278258,2
554,44.855248,-93.278421,0
554,44.856873,-93.278239,2
554,44.857048,-93.278398,3
554,44.859323,-93.278398,2
554,44.860177,-93.278232,1
554,44.862953,-93.278354,4
554,44.863642,-93.278191,3
554,44.863826,-93.278331,1
554,44.865423,-93.278142,6
554,44.865604,-93.278281,0
554,44.867223,-93.278085,2
554,44.867404,-93.278228,0
554,44.86896,-93.278116,7
554,44.869174,-93.278264,0
554,44.870801,-93.278121,2
554,44.870982,-93.278265,0
554,44.872593,-93.278091,3
554,44.872774,-93.278235,0
554,44.874417,-93.278108,1
554,44.874598,-93.278255,1
554,44.876209,-93.278086,1
554,44.87639,-93.278233,0
554,44.878179,-93.278222,0
554,44.878552,-93.278089,1
554,44.87979,-93.278095,4
554,44.879973,-93.278239,0
554,44.881593,-93.278042,1
554,44.881774,-93.27819,0
554,44.883538,-93.278233,20
554,44.883546,-93.278082,6
554,44.885851,-93.278063,4
554,44.885854,-93.278209,0
554,44.887124,-93.278196,0
554,44.888749,-93.278042,3
554,44.888929,-93.278189,0
554,44.890987,-93.278192,1
554,44.891172,-93.278042,1
554,44.892486,-93.278183,2
554,44.892527,-93.278037,13
554,44.895526,-93.278032,8
554,44.895707,-93.27818,3
554,44.897773,-93.278024,6
554,44.897954,-93.278171,1
554,44.899603,-93.278021,8
554,44.899784,-93.278168,0
554,44.901423,-93.278006,5
554,44.901603,-93.278158,1
554,44.903599,-93.274237,4
554,44.903798,-93.278172,0
554,44.90381,-93.275574,0
554,44.903826,-93.278026,4
554,44.948348,-93.274377,0
554,44.948366,-93.275076,4
554,44.970443,-93.272661,5
554,44.972235,-93.272303,0
554,44.973025,-93.273671,11
554,44.974198,-93.270731,0
554,44.974933,-93.272142,35
554,44.976112,-93.269109,0
554,44.976877,-93.270473,35
554,44.978033,-93.267475,0
554,44.978261,-93.262845,6
554,44.97882,-93.268855,31
554,44.980285,-93.265602,2
554,44.980682,-93.267301,9
558,44.863703,-93.292308,NA
558,44.863808,-93.292054,NA
558,44.863814,-93.288427,0
558,44.863878,-93.288285,0
558,44.864306,-93.294804,NA
558,44.865122,-93.295475,0
558,44.865417,-93.288308,0
558,44.865423,-93.305906,0
558,44.865467,-93.301708,0
558,44.865495,-93.297414,NA
558,44.865527,-93.305972,0
558,44.865568,-93.30216,NA
558,44.865596,-93.297673,NA
558,44.865598,-93.28846,1
558,44.867209,-93.288352,1
558,44.867235,-93.308601,0
558,44.867409,-93.288503,3
558,44.867416,-93.308744,0
558,44.868995,-93.288365,0
558,44.869008,-93.30856,1
558,44.8692,-93.288512,1
558,44.869227,-93.308704,0
558,44.870795,-93.288354,0
558,44.870849,-93.308566,0
558,44.870976,-93.288498,0
558,44.87103,-93.308714,0
558,44.872559,-93.288317,NA
558,44.872641,-93.308549,2
558,44.87277,-93.288472,1
558,44.872822,-93.308692,0
558,44.873475,-93.288595,NA
558,44.874356,-93.2887,NA
558,44.874416,-93.308523,0
558,44.874627,-93.308667,0
558,44.875331,-93.28911,NA
558,44.876187,-93.28908,NA
558,44.876216,-93.308518,4
558,44.876412,-93.289185,0
558,44.876413,-93.308665,0
558,44.877964,-93.288456,NA
558,44.878024,-93.308523,5
558,44.878153,-93.288534,NA
558,44.878205,-93.308671,0
558,44.879736,-93.28782,NA
558,44.879849,-93.308552,2
558,44.879927,-93.287925,NA
558,44.88003,-93.3087,0
558,44.880704,-93.287728,0
558,44.880899,-93.28783,0
558,44.881591,-93.30855,2
558,44.881797,-93.308698,0
558,44.882951,-93.291229,0
558,44.883001,-93.29092,0
558,44.883107,-93.28933,4
558,44.883304,-93.29279,2
558,44.883314,-93.288938,0
558,44.883351,-93.292504,0
558,44.883368,-93.295507,0
558,44.883396,-93.298598,0
558,44.883414,-93.301157,1
558,44.883437,-93.308695,1
558,44.88344,-93.303666,1
558,44.883443,-93.308556,5
558,44.883463,-93.306194,0
558,44.883474,-93.296117,0
558,44.883481,-93.286546,0
558,44.883495,-93.298344,0
558,44.883516,-93.300876,0
558,44.883529,-93.286365,7
558,44.883542,-93.303412,0
558,44.883563,-93.30594,0
558,44.885068,-93.286218,6
558,44.885113,-93.285936,4
558,44.885228,-93.286176,0
558,44.886905,-93.288099,5
558,44.887055,-93.288327,0
558,44.888682,-93.288282,2
558,44.888877,-93.288429,0
558,44.890606,-93.288256,0
558,44.890789,-93.2884,0
558,44.892293,-93.288284,6
558,44.892474,-93.288432,0
558,44.894126,-93.288259,1
558,44.894233,-93.288398,0
558,44.897699,-93.288226,2
558,44.897778,-93.288427,0
558,44.899532,-93.288216,2
558,44.901663,-93.288231,7
558,44.902039,-93.288383,0
558,44.903599,-93.274237,6
558,44.90381,-93.275574,0
558,44.903876,-93.277829,5
558,44.904056,-93.278367,0
558,44.904311,-93.280785,3
558,44.904377,-93.280503,0
558,44.904683,-93.283342,1
558,44.904747,-93.283057,0
558,44.904905,-93.28461,2
558,44.904915,-93.288374,0
558,44.90496,-93.284328,0
558,44.904989,-93.288224,7
558,44.905047,-93.285869,1
558,44.905152,-93.285615,0
558,44.948348,-93.274377,0
558,44.948366,-93.275076,1
558,44.970443,-93.272661,1
558,44.972235,-93.272303,0
558,44.973025,-93.273671,10
558,44.974198,-93.270731,0
558,44.974933,-93.272142,16
558,44.976112,-93.269109,0
558,44.976877,-93.270473,21
558,44.978033,-93.267475,0
558,44.97882,-93.268855,16
558,44.980285,-93.265602,1
558,44.980682,-93.267301,2
558,44.981233,-93.263941,2
558,44.982238,-93.265983,1
568,44.891451,-93.39631,NA
568,44.891561,-93.396025,NA
568,44.892314,-93.398195,NA
568,44.892388,-93.394263,NA
568,44.892424,-93.398138,NA
568,44.892433,-93.393912,NA
568,44.893101,-93.392052,NA
568,44.89328,-93.391891,NA
568,44.893404,-93.399527,NA
568,44.893557,-93.390885,NA
568,44.893577,-93.399474,NA
568,44.893778,-93.390674,0
568,44.89403,-93.389954,NA
568,44.895584,-93.400615,NA
568,44.895643,-93.400477,NA
568,44.895869,-93.386593,NA
568,44.896244,-93.385974,0
568,44.896439,-93.385867,0
568,44.896814,-93.400635,NA
568,44.896846,-93.384843,0
568,44.897041,-93.384728,0
568,44.897211,-93.400769,1
568,44.897423,-93.383828,NA
568,44.897618,-93.383721,NA
568,44.898839,-93.381285,0
568,44.898844,-93.399206,NA
568,44.898939,-93.400283,0
568,44.899031,-93.381159,NA
568,44.899106,-93.404018,0
568,44.899276,-93.380211,NA
568,44.89949,-93.404155,0
568,44.900589,-93.376328,NA
568,44.900655,-93.376479,NA
568,44.901014,-93.374995,NA
568,44.90109,-93.375115,0
568,44.902297,-93.37105,NA
568,44.9024,-93.368066,NA
568,44.902464,-93.366024,NA
568,44.902503,-93.370136,0
568,44.902505,-93.367812,0
568,44.902589,-93.404702,0
568,44.90276,-93.365219,0
568,44.902817,-93.364675,NA
568,44.903208,-93.404073,10
568,44.903866,-93.361906,NA
568,44.904451,-93.360705,NA
568,44.906004,-93.358981,0
568,44.906047,-93.359121,NA
568,44.907801,-93.35744,NA
568,44.909124,-93.356252,0
568,44.909164,-93.356561,0
568,44.910808,-93.355721,NA
568,44.910949,-93.355321,NA
568,44.911632,-93.348162,0
568,44.91181,-93.342846,NA
568,44.91188,-93.34865,0
568,44.911956,-93.342639,0
568,44.912114,-93.353884,0
568,44.912257,-93.28838,0
568,44.912264,-93.354051,0
568,44.912264,-93.291021,0
568,44.912266,-93.293481,0
568,44.912273,-93.296049,0
568,44.912281,-93.298111,0
568,44.912285,-93.279337,0
568,44.912288,-93.285809,0
568,44.912295,-93.301158,0
568,44.912297,-93.30371,0
568,44.912304,-93.306266,NA
568,44.912309,-93.308216,0
568,44.912321,-93.310097,NA
568,44.912341,-93.312642,NA
568,44.91236,-93.352553,0
568,44.912365,-93.315179,NA
568,44.912368,-93.291118,2
568,44.912371,-93.293223,0
568,44.912378,-93.295795,NA
568,44.912379,-93.316967,0
568,44.912386,-93.297833,NA
568,44.912395,-93.318994,0
568,44.912396,-93.285554,NA
568,44.9124,-93.300903,0
568,44.912402,-93.303456,0
568,44.912404,-93.320747,NA
568,44.912409,-93.305997,NA
568,44.912416,-93.308572,1
568,44.912431,-93.322805,0
568,44.912444,-93.312387,NA
568,44.912446,-93.325358,0
568,44.912452,-93.339355,0
568,44.912467,-93.314905,0
568,44.912469,-93.327906,NA
568,44.91247,-93.329439,0
568,44.912477,-93.316195,NA
568,44.912479,-93.332992,NA
568,44.912496,-93.336301,NA
568,44.9125,-93.31874,1
568,44.912514,-93.320782,NA
568,44.912533,-93.322551,NA
568,44.912551,-93.325104,0
568,44.912571,-93.331533,NA
568,44.912571,-93.327652,0
568,44.912574,-93.329343,0
568,44.912587,-93.333402,NA
568,44.91259,-93.339136,0
568,44.912593,-93.282412,NA
568,44.912599,-93.336043,NA
568,44.912703,-93.282162,0
568,44.912927,-93.278089,0
568,44.91413,-93.277932,0
568,44.91431,-93.27808,0
568,44.916116,-93.278058,0
568,44.916163,-93.277907,0
568,44.917696,-93.278042,0
568,44.917743,-93.277892,NA
568,44.919546,-93.277877,0
568,44.919727,-93.278025,2
568,44.921354,-93.277867,NA
568,44.921535,-93.278014,0
568,44.92316,-93.27786,0
568,44.92334,-93.278008,0
568,44.924938,-93.277857,0
568,44.925157,-93.278005,1
568,44.926666,-93.278001,1
568,44.927023,-93.277856,0
568,44.928592,-93.277844,NA
568,44.928773,-93.277991,0
568,44.930406,-93.277841,0
568,44.930587,-93.277989,1
568,44.93222,-93.277842,NA
568,44.932401,-93.27799,0
568,44.934025,-93.277839,0
568,44.934206,-93.277987,1
568,44.935833,-93.27784,0
568,44.936014,-93.277988,1
568,44.937644,-93.277857,0
568,44.937825,-93.278004,1
568,44.939458,-93.277838,0
568,44.939639,-93.277986,0
568,44.941252,-93.277843,0
568,44.941433,-93.277991,2
568,44.943022,-93.277995,0
568,44.943058,-93.277852,0
568,44.944841,-93.278011,2
568,44.944866,-93.27786,0
568,44.946543,-93.277857,0
568,44.946559,-93.278831,3
568,44.947344,-93.276586,0
568,44.948448,-93.279763,1
568,44.948625,-93.276596,2
568,44.951849,-93.277844,1
568,44.95203,-93.277992,2
568,44.953835,-93.277966,1
568,44.954659,-93.27778,1
568,44.955465,-93.277958,0
568,44.95723,-93.277824,0
568,44.957411,-93.277967,0
568,44.959063,-93.277774,1
568,44.959244,-93.277918,2
568,44.960813,-93.277752,1
568,44.960994,-93.2779,1
568,44.962605,-93.277734,1
568,44.962786,-93.277881,2
568,44.965135,-93.277738,1
568,44.965316,-93.277886,0
568,44.966819,-93.277889,0
568,44.967141,-93.277744,0
568,44.96781,-93.277898,0
568,44.967925,-93.277748,0
568,44.969574,-93.277902,0
568,44.969758,-93.277745,0
568,44.970439,-93.277679,0
568,44.971154,-93.277152,0
568,44.972897,-93.275561,0
568,44.973147,-93.275519,0
568,44.974888,-93.273831,1
568,44.975137,-93.273789,2
568,44.9766,-93.272378,0
568,44.976968,-93.27224,2
568,44.978261,-93.262845,1
568,44.978668,-93.270628,0
568,44.979017,-93.270522,2
568,44.979696,-93.269814,0
568,44.979905,-93.269815,2
568,44.980452,-93.264706,0
568,44.98115,-93.268765,0
568,44.98134,-93.26843,0
578,44.858882,-93.33325,1
578,44.860192,-93.331016,0
578,44.861027,-93.333741,6
578,44.861796,-93.331303,0
578,44.8618,-93.327352,4
578,44.862027,-93.327334,0
578,44.86252,-93.323911,0
578,44.862595,-93.323765,2
578,44.865311,-93.323908,0
578,44.865338,-93.323761,12
578,44.865658,-93.321502,0
578,44.865749,-93.321086,1
578,44.868059,-93.321488,0
578,44.86815,-93.321053,2
578,44.869197,-93.321479,0
578,44.869201,-93.321043,0
578,44.870158,-93.321469,0
578,44.87023,-93.32103,2
578,44.871277,-93.321506,NA
578,44.872217,-93.321801,0
578,44.872363,-93.320729,30
578,44.87429,-93.321407,0
578,44.874631,-93.321023,1
578,44.875799,-93.352226,2
578,44.875961,-93.352041,0
578,44.876103,-93.362153,1
578,44.876104,-93.361856,0
578,44.876283,-93.336194,0
578,44.876287,-93.340509,1
578,44.876298,-93.343191,NA
578,44.876306,-93.332081,0
578,44.876331,-93.348752,0
578,44.876357,-93.368414,0
578,44.87636,-93.373492,NA
578,44.876378,-93.371123,0
578,44.876381,-93.36354,1
578,44.876388,-93.33594,0
578,44.876389,-93.340255,0
578,44.876393,-93.364744,0
578,44.876401,-93.331503,0
578,44.876403,-93.342937,0
578,44.876441,-93.348502,0
578,44.876458,-93.368414,0
578,44.876461,-93.373527,NA
578,44.87648,-93.363282,0
578,44.876484,-93.370822,0
578,44.876501,-93.364478,0
578,44.876527,-93.321015,2
578,44.877901,-93.329157,0
578,44.877934,-93.321377,0
578,44.878189,-93.373616,0
578,44.87837,-93.373767,NA
578,44.878432,-93.321017,3
578,44.879918,-93.321446,0
578,44.879942,-93.373816,1
578,44.879964,-93.37367,0
578,44.880883,-93.37212,NA
578,44.881076,-93.372014,NA
578,44.881502,-93.321015,2
578,44.881568,-93.323096,5
578,44.88168,-93.371041,NA
578,44.881853,-93.371061,NA
578,44.882416,-93.321993,53
578,44.882604,-93.37019,0
578,44.882769,-93.370203,NA
578,44.883617,-93.369332,2
578,44.883716,-93.323162,2
578,44.88377,-93.320642,0
578,44.885115,-93.326033,0
578,44.88527,-93.318705,1
578,44.88528,-93.323232,11
578,44.885484,-93.368954,0
578,44.885571,-93.319104,1
578,44.886525,-93.322448,0
578,44.886657,-93.322298,24
578,44.887087,-93.318719,NA
578,44.887278,-93.319083,0
578,44.888827,-93.32341,0
578,44.888904,-93.323264,6
578,44.889455,-93.318759,NA
578,44.889479,-93.320747,5
578,44.88949,-93.318964,2
578,44.889583,-93.320813,0
578,44.889595,-93.368737,0
578,44.889632,-93.318907,0
578,44.889776,-93.368885,0
578,44.890278,-93.318752,21
578,44.891179,-93.318421,0
578,44.891658,-93.368932,NA
578,44.89185,-93.36881,0
578,44.892879,-93.368855,0
578,44.893071,-93.36874,NA
578,44.893349,-93.367777,NA
578,44.893568,-93.367751,NA
578,44.895632,-93.367846,NA
578,44.895752,-93.367993,NA
578,44.896916,-93.367815,0
578,44.896961,-93.36392,0
578,44.896961,-93.359697,NA
578,44.896968,-93.360956,NA
578,44.89697,-93.358408,0
578,44.896975,-93.355899,0
578,44.896983,-93.36482,NA
